회사명,직무,상황,지역,작성일,총점,승진 기회 및 가능성,복지 및 급여,업무와 삶의 균형,사내문화,경영진,총평,장점,단점,바라는점
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 10,80%,100%,80%,80%,80%,60%,"
BEST
      ""스스로 성장하고 자 하는 사람에게 최고의 기회를 주는 회사""
    ","스스로 성장할 수 있는 충분히 어렵고, 도전적이고, 풀었을 때 성취감을 느낄 수 있는 일을 할 수 있고 뛰어난 동료들과 함께 일하면서 차별적인 보상을 받을 수 있음",1990년대의 초기 멤버들이 실력은 없는데 많은 권한과 혜택을 누리면서 회사의 성장에 방해를 하는 경우를 많이 보게 됨.,"뛰어난 사람들이 최선을 다하기 때문에 크게 바라는 것은 없음. 다만, 가장 지적인 활동이 필요한 사람들이 있어야 하는만큼 문화와 동료들이 중요한데, 초기 창업 멤버들이 본인 실력도 부족하고 이러한 문화의 수호도 잘 하지 못해서 무능력하고 도움이 안되는 재벌자제들을 받아들이는 등 업의 본질에 어긋나는 수 많은 실수들을 하는 것은 업의 가장 중요한 본질과 사람이 제일 중요한 업의 특징에 맞지 않는 잘못된 멍청한 의사결정을 하게 됨. 이런 무능력한 사람들이 늘어나면 회사의 가치가 떨어진다고 생각함."
베인앤드컴퍼니코리아인크(주),금융/재무,"
          전직원
      ",서울,2023. 10,100%,100%,100%,100%,100%,100%,"
BEST
      ""너무 빡쎔. 고압적인 사람들이지만 다 일로 만나서 굿""
    ",자유롭긴 한데 일강도가 많이 쌤. 그만큼 팀원들에게 배울점이 많음,높은 업무 강도. 야근. 끝나지 않는 일. 끊임없는 반복,알아서 잘 되리라 걱정안합니다. 탈출 기원
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,60%,80%,80%,20%,80%,80%,"
BEST
      ""일 빡세나,실력에 따라 아웃풋을 더 낼 수 있고 그만큼 배울수있음""
    ","일 잘하는 사람과 함께 일하며 일을 빨리, 잘 하는 방법 배움",야근 매일함. 3시 퇴근 기본인 곳은 deal 을 다루는 m&a팀,인턴이 성장할 수 있도록 인턴 교육 기회 더 확보
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,100%,40%,40%,60%,60%,60%,"
BEST
      ""바쁜 와중에도 주니어들에게 참여할 기회를 많이 주는 환경""
    ",세계에서 3대 컨설팅 펌의 명성에 맞게 직원들의 수준 및 자부심이 대단함,일이 너무 많다 보니 지쳐 있을때가 많아 팀 컬쳐라는 부분이 없음,특별하게 없으나 일을 조금더 체계적으로 시작했으면 좋을듯
베인앤드컴퍼니코리아인크(주),기획/경영,"
          현직원
      ",서울,2023. 10,80%,80%,80%,20%,80%,60%,"
BEST
      ""과거만큼의 배움과 프레스티지는 없지만 그래도 첫 직장으로 괜찮은 회사""
    ","수평적 문화, 일만 잘 하면 되는 분위기, 꼰대는 있지만 논리는 통하는 환경","시대에 뒤떨어진 파트너 그룹, 여전히 3사 중 가장 극악의 워라밸",step up이라는 말이 통하는 데도 한계가 있지 정신차리고 워라밸 좀 개선해줬으면
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 10,80%,100%,80%,80%,80%,60%,"
BEST
      ""스스로 성장하고 자 하는 사람에게 최고의 기회를 주는 회사""
    ","스스로 성장할 수 있는 충분히 어렵고, 도전적이고, 풀었을 때 성취감을 느낄 수 있는 일을 할 수 있고 뛰어난 동료들과 함께 일하면서 차별적인 보상을 받을 수 있음",1990년대의 초기 멤버들이 실력은 없는데 많은 권한과 혜택을 누리면서 회사의 성장에 방해를 하는 경우를 많이 보게 됨.,"뛰어난 사람들이 최선을 다하기 때문에 크게 바라는 것은 없음. 다만, 가장 지적인 활동이 필요한 사람들이 있어야 하는만큼 문화와 동료들이 중요한데, 초기 창업 멤버들이 본인 실력도 부족하고 이러한 문화의 수호도 잘 하지 못해서 무능력하고 도움이 안되는 재벌자제들을 받아들이는 등 업의 본질에 어긋나는 수 많은 실수들을 하는 것은 업의 가장 중요한 본질과 사람이 제일 중요한 업의 특징에 맞지 않는 잘못된 멍청한 의사결정을 하게 됨. 이런 무능력한 사람들이 늘어나면 회사의 가치가 떨어진다고 생각함."
베인앤드컴퍼니코리아인크(주),금융/재무,"
          전직원
      ",서울,2023. 10,100%,100%,100%,100%,100%,100%,"
BEST
      ""너무 빡쎔. 고압적인 사람들이지만 다 일로 만나서 굿""
    ",자유롭긴 한데 일강도가 많이 쌤. 그만큼 팀원들에게 배울점이 많음,높은 업무 강도. 야근. 끝나지 않는 일. 끊임없는 반복,알아서 잘 되리라 걱정안합니다. 탈출 기원
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,60%,80%,80%,20%,80%,80%,"
BEST
      ""일 빡세나,실력에 따라 아웃풋을 더 낼 수 있고 그만큼 배울수있음""
    ","일 잘하는 사람과 함께 일하며 일을 빨리, 잘 하는 방법 배움",야근 매일함. 3시 퇴근 기본인 곳은 deal 을 다루는 m&a팀,인턴이 성장할 수 있도록 인턴 교육 기회 더 확보
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,100%,40%,40%,60%,60%,60%,"
BEST
      ""바쁜 와중에도 주니어들에게 참여할 기회를 많이 주는 환경""
    ",세계에서 3대 컨설팅 펌의 명성에 맞게 직원들의 수준 및 자부심이 대단함,일이 너무 많다 보니 지쳐 있을때가 많아 팀 컬쳐라는 부분이 없음,특별하게 없으나 일을 조금더 체계적으로 시작했으면 좋을듯
베인앤드컴퍼니코리아인크(주),기획/경영,"
          현직원
      ",서울,2023. 10,80%,80%,80%,20%,80%,60%,"
BEST
      ""과거만큼의 배움과 프레스티지는 없지만 그래도 첫 직장으로 괜찮은 회사""
    ","수평적 문화, 일만 잘 하면 되는 분위기, 꼰대는 있지만 논리는 통하는 환경","시대에 뒤떨어진 파트너 그룹, 여전히 3사 중 가장 극악의 워라밸",step up이라는 말이 통하는 데도 한계가 있지 정신차리고 워라밸 좀 개선해줬으면
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 10,80%,100%,80%,80%,80%,60%,"
BEST
      ""스스로 성장하고 자 하는 사람에게 최고의 기회를 주는 회사""
    ","스스로 성장할 수 있는 충분히 어렵고, 도전적이고, 풀었을 때 성취감을 느낄 수 있는 일을 할 수 있고 뛰어난 동료들과 함께 일하면서 차별적인 보상을 받을 수 있음",1990년대의 초기 멤버들이 실력은 없는데 많은 권한과 혜택을 누리면서 회사의 성장에 방해를 하는 경우를 많이 보게 됨.,"뛰어난 사람들이 최선을 다하기 때문에 크게 바라는 것은 없음. 다만, 가장 지적인 활동이 필요한 사람들이 있어야 하는만큼 문화와 동료들이 중요한데, 초기 창업 멤버들이 본인 실력도 부족하고 이러한 문화의 수호도 잘 하지 못해서 무능력하고 도움이 안되는 재벌자제들을 받아들이는 등 업의 본질에 어긋나는 수 많은 실수들을 하는 것은 업의 가장 중요한 본질과 사람이 제일 중요한 업의 특징에 맞지 않는 잘못된 멍청한 의사결정을 하게 됨. 이런 무능력한 사람들이 늘어나면 회사의 가치가 떨어진다고 생각함."
베인앤드컴퍼니코리아인크(주),금융/재무,"
          전직원
      ",서울,2023. 10,100%,100%,100%,100%,100%,100%,"
BEST
      ""너무 빡쎔. 고압적인 사람들이지만 다 일로 만나서 굿""
    ",자유롭긴 한데 일강도가 많이 쌤. 그만큼 팀원들에게 배울점이 많음,높은 업무 강도. 야근. 끝나지 않는 일. 끊임없는 반복,알아서 잘 되리라 걱정안합니다. 탈출 기원
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,60%,80%,80%,20%,80%,80%,"
BEST
      ""일 빡세나,실력에 따라 아웃풋을 더 낼 수 있고 그만큼 배울수있음""
    ","일 잘하는 사람과 함께 일하며 일을 빨리, 잘 하는 방법 배움",야근 매일함. 3시 퇴근 기본인 곳은 deal 을 다루는 m&a팀,인턴이 성장할 수 있도록 인턴 교육 기회 더 확보
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,100%,40%,40%,60%,60%,60%,"
BEST
      ""바쁜 와중에도 주니어들에게 참여할 기회를 많이 주는 환경""
    ",세계에서 3대 컨설팅 펌의 명성에 맞게 직원들의 수준 및 자부심이 대단함,일이 너무 많다 보니 지쳐 있을때가 많아 팀 컬쳐라는 부분이 없음,특별하게 없으나 일을 조금더 체계적으로 시작했으면 좋을듯
베인앤드컴퍼니코리아인크(주),기획/경영,"
          현직원
      ",서울,2023. 10,80%,80%,80%,20%,80%,60%,"
BEST
      ""과거만큼의 배움과 프레스티지는 없지만 그래도 첫 직장으로 괜찮은 회사""
    ","수평적 문화, 일만 잘 하면 되는 분위기, 꼰대는 있지만 논리는 통하는 환경","시대에 뒤떨어진 파트너 그룹, 여전히 3사 중 가장 극악의 워라밸",step up이라는 말이 통하는 데도 한계가 있지 정신차리고 워라밸 좀 개선해줬으면
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 10,80%,100%,80%,80%,80%,60%,"
BEST
      ""스스로 성장하고 자 하는 사람에게 최고의 기회를 주는 회사""
    ","스스로 성장할 수 있는 충분히 어렵고, 도전적이고, 풀었을 때 성취감을 느낄 수 있는 일을 할 수 있고 뛰어난 동료들과 함께 일하면서 차별적인 보상을 받을 수 있음",1990년대의 초기 멤버들이 실력은 없는데 많은 권한과 혜택을 누리면서 회사의 성장에 방해를 하는 경우를 많이 보게 됨.,"뛰어난 사람들이 최선을 다하기 때문에 크게 바라는 것은 없음. 다만, 가장 지적인 활동이 필요한 사람들이 있어야 하는만큼 문화와 동료들이 중요한데, 초기 창업 멤버들이 본인 실력도 부족하고 이러한 문화의 수호도 잘 하지 못해서 무능력하고 도움이 안되는 재벌자제들을 받아들이는 등 업의 본질에 어긋나는 수 많은 실수들을 하는 것은 업의 가장 중요한 본질과 사람이 제일 중요한 업의 특징에 맞지 않는 잘못된 멍청한 의사결정을 하게 됨. 이런 무능력한 사람들이 늘어나면 회사의 가치가 떨어진다고 생각함."
베인앤드컴퍼니코리아인크(주),금융/재무,"
          전직원
      ",서울,2023. 10,100%,100%,100%,100%,100%,100%,"
BEST
      ""너무 빡쎔. 고압적인 사람들이지만 다 일로 만나서 굿""
    ",자유롭긴 한데 일강도가 많이 쌤. 그만큼 팀원들에게 배울점이 많음,높은 업무 강도. 야근. 끝나지 않는 일. 끊임없는 반복,알아서 잘 되리라 걱정안합니다. 탈출 기원
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,60%,80%,80%,20%,80%,80%,"
BEST
      ""일 빡세나,실력에 따라 아웃풋을 더 낼 수 있고 그만큼 배울수있음""
    ","일 잘하는 사람과 함께 일하며 일을 빨리, 잘 하는 방법 배움",야근 매일함. 3시 퇴근 기본인 곳은 deal 을 다루는 m&a팀,인턴이 성장할 수 있도록 인턴 교육 기회 더 확보
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 11,100%,40%,40%,60%,60%,60%,"
BEST
      ""바쁜 와중에도 주니어들에게 참여할 기회를 많이 주는 환경""
    ",세계에서 3대 컨설팅 펌의 명성에 맞게 직원들의 수준 및 자부심이 대단함,일이 너무 많다 보니 지쳐 있을때가 많아 팀 컬쳐라는 부분이 없음,특별하게 없으나 일을 조금더 체계적으로 시작했으면 좋을듯
베인앤드컴퍼니코리아인크(주),기획/경영,"
          현직원
      ",서울,2023. 10,80%,80%,80%,20%,80%,60%,"
BEST
      ""과거만큼의 배움과 프레스티지는 없지만 그래도 첫 직장으로 괜찮은 회사""
    ","수평적 문화, 일만 잘 하면 되는 분위기, 꼰대는 있지만 논리는 통하는 환경","시대에 뒤떨어진 파트너 그룹, 여전히 3사 중 가장 극악의 워라밸",step up이라는 말이 통하는 데도 한계가 있지 정신차리고 워라밸 좀 개선해줬으면
베인앤드컴퍼니코리아인크(주),기획/경영,"
          전직원
      ",서울,2023. 10,80%,100%,80%,80%,80%,60%,"
BEST
      ""스스로 성장하고 자 하는 사람에게 최고의 기회를 주는 회사""
    ","스스로 성장할 수 있는 충분히 어렵고, 도전적이고, 풀었을 때 성취감을 느낄 수 있는 일을 할 수 있고 뛰어난 동료들과 함께 일하면서 차별적인 보상을 받을 수 있음",1990년대의 초기 멤버들이 실력은 없는데 많은 권한과 혜택을 누리면서 회사의 성장에 방해를 하는 경우를 많이 보게 됨.,"뛰어난 사람들이 최선을 다하기 때문에 크게 바라는 것은 없음. 다만, 가장 지적인 활동이 필요한 사람들이 있어야 하는만큼 문화와 동료들이 중요한데, 초기 창업 멤버들이 본인 실력도 부족하고 이러한 문화의 수호도 잘 하지 못해서 무능력하고 도움이 안되는 재벌자제들을 받아들이는 등 업의 본질에 어긋나는 수 많은 실수들을 하는 것은 업의 가장 중요한 본질과 사람이 제일 중요한 업의 특징에 맞지 않는 잘못된 멍청한 의사결정을 하게 됨. 이런 무능력한 사람들이 늘어나면 회사의 가치가 떨어진다고 생각함."
베인앤드컴퍼니코리아인크(주),금융/재무,"
          전직원
      ",서울,2023. 10,100%,100%,100%,100%,100%,100%,"
BEST
      ""너무 빡쎔. 고압적인 사람들이지만 다 일로 만나서 굿""
    ",자유롭긴 한데 일강도가 많이 쌤. 그만큼 팀원들에게 배울점이 많음,높은 업무 강도. 야근. 끝나지 않는 일. 끊임없는 반복,알아서 잘 되리라 걱정안합니다. 탈출 기원
